"product_id","product_variant_id"
"11137","993"
"11138","994"
"11139","995"
"11140","996"
"11141","997"
"11142","998"
"11143","999"
"11144","1000"
"11145","1001"
"11146","1002"
"11147","1003"
"11148","1004"
"11149","1005"
"11150","1006"
"11151","1007"
"11152","1008"
"11153","1009"
"11154","1010"
"11155","1011"
"11156","1012"
"11157","1013"
"11158","1014"
"11159","1015"
"11160","1016"
"11161","1017"
"11162","1018"
"11163","1019"
"11284","1137"
"11164","1020"
"11165","1021"
"11167","1022"
"11168","1023"
"11169","1024"
"11170","1025"
"11171","1026"
"11172","1027"
"11173","1028"
"11174","1029"
"11175","1030"
"11176","1031"
"11177","1032"
"11178","1033"
"11179","1034"
"11180","1035"
"11181","1036"
"11182","1037"
"11183","1038"
"11184","1039"
"11185","1040"
"11186","1041"
"11187","1042"
"11190","1043"
"11191","1044"
"11192","1045"
"11193","1046"
"11194","1047"
"11195","1048"
"11196","1049"
"11197","1050"
"11198","1051"
"11199","1052"
"11200","1053"
"11201","1054"
"11202","1055"
"11203","1056"
"11204","1057"
"11205","1058"
"11206","1059"
"11207","1060"
"11208","1061"
"11209","1062"
"11210","1063"
"11211","1064"
"11212","1065"
"11213","1066"
"11214","1067"
"11215","1068"
"11216","1069"
"11217","1070"
"11218","1071"
"11219","1072"
"11220","1073"
"11221","1074"
"11222","1075"
"11223","1076"
"11224","1077"
"11225","1078"
"11226","1079"
"11227","1080"
"11228","1081"
"11229","1082"
"11230","1083"
"11231","1084"
"11232","1085"
"11233","1086"
"11234","1087"
"11235","1088"
"11236","1089"
"11237","1090"
"11238","1091"
"11239","1092"
"11240","1093"
"11241","1094"
"11242","1095"
"11243","1096"
"11244","1097"
"11245","1098"
"11246","1099"
"11247","1100"
"11248","1101"
"11249","1102"
"11250","1103"
"11251","1104"
"11252","1105"
"11253","1106"
"11254","1107"
"11255","1108"
"11256","1109"
"11257","1110"
"11258","1111"
"11259","1112"
"11260","1113"
"11261","1114"
"11262","1115"
"11263","1116"
"11264","1117"
"11265","1118"
"11266","1119"
"11267","1120"
"11268","1121"
"11269","1122"
"11270","1123"
"11271","1124"
"11272","1125"
"11273","1126"
"11274","1127"
"11275","1128"
"11276","1129"
"11277","1130"
"11278","1131"
"11279","1132"
"11280","1133"
"11281","1134"
"11282","1135"
"11283","1136"
"11285","1138"
"11286","1139"
"11287","1140"
"11288","1141"
"11289","1142"
"11290","1143"
"11291","1144"
"11292","1145"
"11293","1146"
"11294","1147"
"11295","1148"
"11296","1149"
"11297","1150"
"11298","1151"
"11299","1152"
"11300","1153"
"11301","1154"
"11302","1155"
"11303","1156"
"11304","1157"
"11305","1158"
"11306","1159"
"11307","1160"
"11308","1161"
"11309","1162"
"11310","1163"
"11311","1164"
"11312","1165"
"11313","1166"
"11314","1167"
"11315","1168"
"11316","1169"
"11317","1170"
"11318","1171"
"11319","1172"
"11320","1173"
"11321","1174"
"11322","1175"
"11323","1176"
"11324","1177"
"11325","1178"
"11326","1179"
"11327","1180"
"11328","1181"
"11329","1182"
"11330","1183"
"11331","1184"
"11332","1185"
"11333","1186"
"11334","1187"
"11335","1188"
"11336","1189"
"11337","1190"
"11338","1191"
"11339","1192"
"11340","1193"
"11341","1194"
"11342","1195"
"11343","1196"
"11344","1197"
"11345","1198"
"11346","1199"
"11347","1200"
"11348","1201"
"11349","1202"
"11350","1203"
"11351","1204"
"11352","1205"
"11353","1206"
"11354","1207"
"11355","1208"
"11356","1209"
"11357","1210"
"11358","1211"
"11359","1212"
"11360","1213"
"11361","1214"
"11362","1215"
"11363","1216"
"11365","1218"
"11366","1219"
"11367","1220"
"11368","1221"
"11369","1222"
"11370","1223"
"11371","1224"
"11372","1225"
"11373","1226"
"11374","1227"
"11375","1228"
"11376","1229"
"11377","1230"
"11378","1231"
"11379","1232"
"11380","1233"
"11381","1234"
"11382","1235"
"11383","1236"
"11384","1237"
"11385","1238"
"11386","1239"
"11387","1240"
"11388","1241"
"11389","1242"
"11390","1243"
"11391","1244"
"11392","1245"
"11393","1246"
"11394","1247"
"11395","1248"
"11396","1249"
"11397","1250"
"11398","1251"
"11399","1252"
"11400","1253"
"11401","1254"
"11402","1255"
"11403","1256"
"11404","1257"
"11405","1258"
"11406","1259"
"11407","1260"
"11408","1261"
"11409","1262"
"11410","1263"
"11411","1264"
"11412","1265"
"11413","1266"
"11414","1267"
"11415","1268"
"11416","1269"
"11417","1270"
"11418","1271"
"11419","1272"
"11420","1273"
"11421","1274"
"11422","1275"
"11423","1276"
"11424","1277"
"11425","1278"
"11426","1279"
"11427","1280"
"11428","1281"
"11429","1282"
"11430","1283"
"11431","1284"
"11432","1285"
"11433","1286"
"11434","1287"
"11435","1288"
"11436","1289"
"11437","1290"
"11438","1291"
"11440","1292"
"11441","1293"
"11442","1294"
"11443","1295"
"11444","1296"
"11445","1297"
"11446","1298"
"11447","1299"
"11448","1300"
"11449","1301"
"11450","1302"
"11451","1303"
"11452","1304"
"11453","1305"
"11454","1306"
"11455","1307"
"11456","1308"
"11457","1309"
"11458","1310"
"11459","1311"
"11460","1312"
"11461","1313"
"11462","1314"
"11463","1315"
"11464","1316"
"11465","1317"
"11466","1318"
"11467","1319"
"11468","1320"
"11469","1321"
"11470","1322"
"11471","1323"
"11472","1324"
"11473","1325"
"11474","1326"
"11475","1327"
"11476","1328"
"11477","1329"
"11478","1330"
"11479","1331"
"11480","1332"
"11481","1333"
"11482","1334"
"11483","1335"
"11484","1336"
"11485","1337"
"11486","1338"
"11487","1339"
"11488","1340"
"11489","1341"
"11490","1342"
"11491","1343"
"11492","1344"
"11493","1345"
"11494","1346"
"11495","1347"
"11496","1348"
"11497","1349"
"11498","1350"
"11499","1351"
"11500","1352"
"11501","1353"
"11502","1354"
"11503","1355"
"11504","1356"
"11505","1357"
"11506","1358"
"11507","1359"
"11508","1360"
"11509","1361"
"11510","1362"
"11511","1363"
"11512","1364"
"11513","1365"
"11514","1366"
"11515","1367"
"11516","1368"
"11517","1369"
"11518","1370"
"11519","1371"
"11520","1372"
"11521","1373"
"11522","1374"
"11523","1375"
"11524","1376"
"11525","1377"
"11526","1378"
"11527","1379"
"11528","1380"
"11529","1381"
"11530","1382"
"11531","1383"
"11532","1384"
"11533","1385"
"11534","1386"
"11535","1387"
"11536","1388"
"11537","1389"
"11538","1390"
"11539","1391"
"11540","1392"
"11541","1393"
"11542","1394"
"11543","1395"
"11544","1396"
"11545","1397"
"11546","1398"
"11547","1399"
"11548","1400"
"11549","1401"
"11550","1402"
"11551","1403"
"11552","1404"
"11553","1405"
"11554","1406"
"11555","1407"
"11556","1408"
"11557","1409"
"11558","1410"
"11559","1411"
"11560","1412"
"11561","1413"
"11562","1414"
"11563","1415"
"11564","1416"
"11565","1417"
"11566","1418"
"11567","1419"
"11568","1420"
"11569","1421"
"11570","1422"
"11571","1423"
"11572","1424"
"11573","1425"
"11574","1426"
"11575","1427"
"11576","1428"
"11577","1429"
"11578","1430"
"11579","1431"
"11580","1432"
"11581","1433"
"11582","1434"
"11583","1435"
"11584","1436"
"11585","1437"
"11586","1438"
"11587","1439"
"11588","1440"
"11589","1441"
"11590","1442"
"11591","1443"
"11592","1444"
"11593","1445"
"11594","1446"
"11595","1447"
"11596","1448"
"11597","1449"
"11598","1450"
"11599","1451"
"11600","1452"
"11601","1453"
"11602","1454"
"11603","1455"
"11604","1456"
"11605","1457"
"11606","1458"
"11607","1459"
"11608","1460"
"11609","1461"
"11610","1462"
"11611","1463"
"11612","1464"
"11613","1465"
"11614","1466"
"11615","1467"
"11616","1468"
"11617","1469"
"11618","1470"
"11619","1471"
"11620","1472"
"11621","1473"
"11622","1474"
"11623","1475"
"11624","1476"
"11625","1477"
"11626","1478"
"11627","1479"
"11628","1480"
"11629","1481"
"11630","1482"
"11631","1483"
"11632","1484"
"11633","1485"
"11634","1486"
"11635","1487"
"11636","1488"
"11637","1489"
"11638","1490"
"11639","1491"
"11640","1492"
"11641","1493"
"11642","1494"
"11643","1495"
"11644","1496"
"11645","1497"
"11646","1498"
"11647","1499"
"11648","1500"
"11649","1501"
"11650","1502"
"11651","1503"
"11652","1504"
"11653","1505"
"11654","1506"
"11655","1507"
"11656","1508"
"11657","1509"
"11658","1510"
"11659","1511"
"11660","1512"
"11661","1513"
"11662","1514"
"11663","1515"
"11664","1516"
"11665","1517"
"11666","1518"
"11667","1519"
"11668","1520"
"11669","1521"
"11670","1522"
"11671","1523"
"11672","1524"
"11673","1525"
"11674","1526"
"11675","1527"
"11676","1528"
"11677","1529"
"11678","1530"
"11679","1531"
"11680","1532"
"11681","1533"
"11682","1534"
"11683","1535"
"11684","1536"
"11685","1537"
"11686","1538"
"11687","1539"
"11688","1540"
"11689","1541"
"11690","1542"
"11691","1543"
"11692","1544"
"11693","1545"
"11694","1546"
"11695","1547"
"11696","1548"
"11697","1549"
"11698","1550"
"11699","1551"
"11700","1552"
"11701","1553"
"11702","1554"
"11703","1555"
"11704","1556"
"11705","1557"
"11706","1558"
"11707","1559"
"11708","1560"
"11709","1561"
"11710","1562"
"11711","1563"
"11712","1564"
"11713","1565"
"11714","1566"
"11715","1567"
"11716","1568"
"11717","1569"
"11718","1570"
"11719","1571"
"11720","1572"
"11721","1573"
"11722","1574"
"11723","1575"
"11724","1576"
"11725","1577"
"11726","1578"
"11727","1579"
"11728","1580"
"11729","1581"
"11730","1582"
"11731","1583"
"11732","1584"
"11733","1585"
"11734","1586"
"11735","1587"
"11736","1588"
"11737","1589"
"11738","1590"
"11739","1591"
"11740","1592"
"11741","1593"
"11742","1594"
"11743","1595"
"11744","1596"
"11745","1597"
"11746","1598"
"11747","1599"
"11748","1600"
"11749","1601"
"11750","1602"
"11751","1603"
"11752","1604"
"11753","1605"
"11754","1606"
"11755","1607"
"11756","1608"
"11757","1609"
"11758","1610"
"11759","1611"
"11760","1612"
"11761","1613"
"11762","1614"
"11763","1615"
"11764","1616"
"11765","1617"
"11766","1618"
"11767","1619"
"11768","1620"
"11769","1621"
"11770","1622"
"11771","1623"
"11772","1624"
"11773","1625"
"11774","1626"
"11775","1627"
"11776","1628"
"11777","1629"
"11778","1630"
"11779","1631"
"11780","1632"
"11781","1633"
"11782","1634"
"11783","1635"
"11784","1636"
"11785","1637"
"11786","1638"
"11787","1639"
"11788","1640"
"11789","1641"
"11790","1642"
"11791","1643"
"11792","1644"
"11793","1645"
"11794","1646"
"11795","1647"
"11796","1648"
"11797","1649"
"11798","1650"
"11799","1651"
"11800","1652"
"11801","1653"
"11802","1654"
"11803","1655"
"11804","1656"
"11805","1657"
"11806","1658"
"11807","1659"
"11808","1660"
"11809","1661"
"11810","1662"
"11811","1663"
"11812","1664"
"11813","1665"
"11814","1666"
"11815","1667"
"11816","1668"
"11817","1669"
"11818","1670"
"11819","1671"
"11820","1672"
"11821","1673"
"11822","1674"
"11823","1675"
"11824","1676"
"11825","1677"
"11826","1678"
"11827","1679"
"11828","1680"
"11829","1681"
"11830","1682"
"11831","1683"
"11832","1684"
"11833","1685"
"11834","1686"
"11835","1687"
"11836","1688"
"11837","1689"
"11838","1690"
"11839","1691"
"11840","1692"
"11841","1693"
"11842","1694"
"11843","1695"
"11844","1696"
"11845","1697"
"11846","1698"
"11847","1699"
"11848","1700"
"11849","1701"
"11850","1702"
"11851","1703"
"11852","1704"
"11853","1705"
"11854","1706"
"11855","1707"
"11856","1708"
"11857","1709"
"11858","1710"
"11859","1711"
"11860","1712"
"11861","1713"
"11862","1714"
"11863","1715"
"11864","1716"
"11865","1717"
"11866","1718"
"11867","1719"
"11868","1720"
"11869","1721"
"11870","1722"
"11871","1723"
"11872","1724"
"11873","1725"
"11874","1726"
"11875","1727"
"11876","1728"
"11877","1729"
"11878","1730"
"11879","1731"
"11880","1732"
"11881","1733"
"11882","1734"
"11883","1735"
"11884","1736"
"11885","1737"
"11886","1738"
"11887","1739"
"11888","1740"
"11889","1741"
"11890","1742"
"11891","1743"
"11892","1744"
"11893","1745"
"11894","1746"
"11895","1747"
"11896","1748"
"11897","1749"
"11898","1750"
"11899","1751"
"11900","1752"
"11901","1753"
"11902","1754"
"11903","1755"
"11904","1756"
"11905","1757"
"11906","1758"
"11907","1759"
"11908","1760"
"11909","1761"
"11910","1762"
"11911","1763"
"11912","1764"
"11913","1765"
"11914","1766"
"11915","1767"
"11916","1768"
"11917","1769"
"11918","1770"
"11919","1771"
"11920","1772"
"11921","1773"
"11922","1774"
"11923","1775"
"11924","1776"
"11925","1777"
"11926","1778"
"11927","1779"
"11928","1780"
"11929","1781"
"11930","1782"
"11931","1783"
"11932","1784"
"11933","1785"
"11934","1786"
"11935","1787"
"11936","1788"
"11937","1789"
"11938","1790"
"11939","1791"
"11940","1792"
"11941","1793"
"11942","1794"
"11943","1795"
"11944","1796"
"11945","1797"
"11946","1798"
"11947","1799"
"11948","1800"
"11949","1801"
"11950","1802"
"11951","1803"
"11952","1804"
"11953","1805"
"11954","1806"
"11955","1807"
"11956","1808"
"11957","1809"
"11958","1810"
"11959","1811"
"11960","1812"
"11961","1813"
"11962","1814"
"11963","1815"
"11964","1816"
"11965","1817"
"11966","1818"
"11967","1819"
"11968","1820"
"11969","1821"
"11970","1822"
"11971","1823"
"11972","1824"
"11973","1825"
"11974","1826"
"11975","1827"
"11976","1828"
"11977","1829"
"11978","1830"
"11979","1831"
"11980","1832"
"11981","1833"
"11982","1834"
"11983","1835"
"11984","1836"
"11985","1837"
"11986","1838"
"11987","1839"
"11988","1840"
"11989","1841"
"11990","1842"
"11991","1843"
"11992","1844"
"11993","1845"
"11994","1846"
"11995","1847"
"11996","1848"
"11997","1849"
"11998","1850"
"11999","1851"
"12000","1852"
"12001","1853"
"12002","1854"
"12003","1855"
"12004","1856"
"12005","1857"
"12006","1858"
"12007","1859"
"12008","1860"
"12009","1861"
"12010","1862"
"12011","1863"
"12012","1864"
"12013","1865"
"12014","1866"
"12015","1867"
"12016","1868"
"12017","1869"
